gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,192,6144,512,ck,13,0,5.3675,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,225.05,1043.94,0.0
gfx950,256,192,6144,2304,ck,2,0,16.3655,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,332.15,1036.17,0.0
gfx950,256,192,6144,4096,ck,2,0,26.5547,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,363.92,1066.16,0.0
gfx950,256,192,6144,4608,ck,2,0,28.3357,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,383.67,1113.63,0.0
gfx950,256,192,9216,6144,ck,2,0,38.1832,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,569.45,1606.51,0.0
gfx950,256,256,512,6144,ck,8,3,12.5845,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,127.98,395.78,0.0002
gfx950,256,256,576,6144,ck,8,3,13.5711,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,133.51,398.4,0.0004
gfx950,256,256,1024,6144,ck,8,3,17.8354,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,180.61,470.33,0.0002
gfx950,256,256,2048,6144,ck,18,0,22.5338,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,285.9,674.74,0.0
gfx950,256,256,3584,512,ck,13,0,4.8138,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,195.17,789.62,0.0
gfx950,256,256,4608,6144,ck,2,0,36.9488,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,392.31,872.66,0.0
gfx950,256,256,6144,256,cktile,14,0,4.2269,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_4,190.52,1131.83,0.0
gfx950,256,256,6144,512,ck,13,0,6.2515,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,257.64,1027.36,0.0
gfx950,256,256,6144,2304,ck,2,0,16.5236,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,438.63,1082.77,0.0
